well_name, x_coord [m], x_coord [m], z_coord [m], time [years], concentration [ppb]
w1a, 823, 1499, 3, 1, 0
w1a, 823, 1499, 3, 2, 0
w1a, 823, 1499, 3, 3, 0
w1a, 823, 1499, 3, 4, 0
w1a, 823, 1499, 3, 5, 0
w1a, 823, 1499, 3, 6, 1.69798
w1a, 823, 1499, 3, 7, 29.9077
w1a, 823, 1499, 3, 8, 79.257
w1a, 823, 1499, 3, 9, 129.014
w1a, 823, 1499, 3, 10, 172.17
w1a, 823, 1499, 3, 11, 207.793
w1a, 823, 1499, 3, 12, 236.712
w1a, 823, 1499, 3, 13, 260.093
w1a, 823, 1499, 3, 14, 279.016
w1a, 823, 1499, 3, 15, 294.383
w1a, 823, 1499, 3, 16, 305.215
w1a, 823, 1499, 3, 17, 287.267
w1a, 823, 1499, 3, 18, 246.359
w1a, 823, 1499, 3, 19, 203.574
w1a, 823, 1499, 3, 20, 166.2
w1a, 823, 1499, 3, 21, 135.389
w1a, 823, 1499, 3, 22, 110.489
w1a, 823, 1499, 3, 23, 90.4743
w1a, 823, 1499, 3, 24, 74.3791
w1a, 823, 1499, 3, 25, 61.3953
w1a, 823, 1499, 3, 26, 50.8778
w1a, 823, 1499, 3, 27, 42.3194
w1a, 823, 1499, 3, 28, 35.3236
w1a, 823, 1499, 3, 29, 29.58
w1a, 823, 1499, 3, 30, 24.845
w1a, 823, 1499, 3, 31, 20.9262
w1a, 823, 1499, 3, 32, 17.6711
w1a, 823, 1499, 3, 33, 14.9581
w1a, 823, 1499, 3, 34, 12.69
w1a, 823, 1499, 3, 35, 10.7881
w1a, 823, 1499, 3, 36, 9.18902
w1a, 823, 1499, 3, 37, 7.84114
w1a, 823, 1499, 3, 38, 6.70231
w1a, 823, 1499, 3, 39, 5.73799
w1a, 823, 1499, 3, 40, 4.91974
w1a, 823, 1499, 3, 41, 4.2241
w1a, 823, 1499, 3, 42, 3.63162
w1a, 823, 1499, 3, 43, 3.12614
w1a, 823, 1499, 3, 44, 2.6942
w1a, 823, 1499, 3, 45, 2.32453
w1a, 823, 1499, 3, 46, 2.00772
w1a, 823, 1499, 3, 47, 1.73582
w1a, 823, 1499, 3, 48, 1.50218
w1a, 823, 1499, 3, 49, 1.30118
w1a, 823, 1499, 3, 50, 1.12804
w1b, 823, 1499, 33, 1, 0
w1b, 823, 1499, 33, 2, 0
w1b, 823, 1499, 33, 3, 0
w1b, 823, 1499, 33, 4, 0
w1b, 823, 1499, 33, 5, 0
w1b, 823, 1499, 33, 6, 2.52128e-14
w1b, 823, 1499, 33, 7, 1.48488e-6
w1b, 823, 1499, 33, 8, 0.000587946
w1b, 823, 1499, 33, 9, 0.0116229
w1b, 823, 1499, 33, 10, 0.0688368
w1b, 823, 1499, 33, 11, 0.222566
w1b, 823, 1499, 33, 12, 0.508637
w1b, 823, 1499, 33, 13, 0.935368
w1b, 823, 1499, 33, 14, 1.48795
w1b, 823, 1499, 33, 15, 2.13864
w1b, 823, 1499, 33, 16, 2.85565
w1b, 823, 1499, 33, 17, 3.60882
w1b, 823, 1499, 33, 18, 4.37183
w1b, 823, 1499, 33, 19, 5.11451
w1b, 823, 1499, 33, 20, 5.78603
w1b, 823, 1499, 33, 21, 6.3256
w1b, 823, 1499, 33, 22, 6.6907
w1b, 823, 1499, 33, 23, 6.86931
w1b, 823, 1499, 33, 24, 6.87481
w1b, 823, 1499, 33, 25, 6.73512
w1b, 823, 1499, 33, 26, 6.48338
w1b, 823, 1499, 33, 27, 6.15189
w1b, 823, 1499, 33, 28, 5.76897
w1b, 823, 1499, 33, 29, 5.35781
w1b, 823, 1499, 33, 30, 4.93647
w1b, 823, 1499, 33, 31, 4.51839
w1b, 823, 1499, 33, 32, 4.11314
w1b, 823, 1499, 33, 33, 3.72716
w1b, 823, 1499, 33, 34, 3.3645
w1b, 823, 1499, 33, 35, 3.02736
w1b, 823, 1499, 33, 36, 2.71662
w1b, 823, 1499, 33, 37, 2.43217
w1b, 823, 1499, 33, 38, 2.17326
w1b, 823, 1499, 33, 39, 1.93869
w1b, 823, 1499, 33, 40, 1.727
w1b, 823, 1499, 33, 41, 1.53656
w1b, 823, 1499, 33, 42, 1.36573
w1b, 823, 1499, 33, 43, 1.21282
w1b, 823, 1499, 33, 44, 1.07622
w1b, 823, 1499, 33, 45, 0.954404
w1b, 823, 1499, 33, 46, 0.845916
w1b, 823, 1499, 33, 47, 0.749414
w1b, 823, 1499, 33, 48, 0.663664
w1b, 823, 1499, 33, 49, 0.587534
w1b, 823, 1499, 33, 50, 0.519996
w2a, 880, 1360, 3, 1, 0
w2a, 880, 1360, 3, 2, 0
w2a, 880, 1360, 3, 3, 0
w2a, 880, 1360, 3, 4, 0
w2a, 880, 1360, 3, 5, 0
w2a, 880, 1360, 3, 6, 0.670317
w2a, 880, 1360, 3, 7, 21.0752
w2a, 880, 1360, 3, 8, 67.763
w2a, 880, 1360, 3, 9, 121.433
w2a, 880, 1360, 3, 10, 171.556
w2a, 880, 1360, 3, 11, 214.925
w2a, 880, 1360, 3, 12, 251.297
w2a, 880, 1360, 3, 13, 281.412
w2a, 880, 1360, 3, 14, 306.234
w2a, 880, 1360, 3, 15, 326.682
w2a, 880, 1360, 3, 16, 342.88
w2a, 880, 1360, 3, 17, 336.423
w2a, 880, 1360, 3, 18, 301.301
w2a, 880, 1360, 3, 19, 257.25
w2a, 880, 1360, 3, 20, 215.15
w2a, 880, 1360, 3, 21, 178.494
w2a, 880, 1360, 3, 22, 147.752
w2a, 880, 1360, 3, 23, 122.372
w2a, 880, 1360, 3, 24, 101.543
w2a, 880, 1360, 3, 25, 84.4703
w2a, 880, 1360, 3, 26, 70.4608
w2a, 880, 1360, 3, 27, 58.9392
w2a, 880, 1360, 3, 28, 49.4369
w2a, 880, 1360, 3, 29, 41.5761
w2a, 880, 1360, 3, 30, 35.0531
w2a, 880, 1360, 3, 31, 29.6238
w2a, 880, 1360, 3, 32, 25.0914
w2a, 880, 1360, 3, 33, 21.2971
w2a, 880, 1360, 3, 34, 18.1124
w2a, 880, 1360, 3, 35, 15.4324
w2a, 880, 1360, 3, 36, 13.172
w2a, 880, 1360, 3, 37, 11.2611
w2a, 880, 1360, 3, 38, 9.64236
w2a, 880, 1360, 3, 39, 8.26831
w2a, 880, 1360, 3, 40, 7.09982
w2a, 880, 1360, 3, 41, 6.10439
w2a, 880, 1360, 3, 42, 5.25498
w2a, 880, 1360, 3, 43, 4.52902
w2a, 880, 1360, 3, 44, 3.90767
w2a, 880, 1360, 3, 45, 3.3751
w2a, 880, 1360, 3, 46, 2.91802
w2a, 880, 1360, 3, 47, 2.52523
w2a, 880, 1360, 3, 48, 2.18729
w2a, 880, 1360, 3, 49, 1.8962
w2a, 880, 1360, 3, 50, 1.64521
w2b, 880, 1360, 33, 1, 0
w2b, 880, 1360, 33, 2, 0
w2b, 880, 1360, 33, 3, 0
w2b, 880, 1360, 33, 4, 0
w2b, 880, 1360, 33, 5, 0
w2b, 880, 1360, 33, 6, 1.16116e-14
w2b, 880, 1360, 33, 7, 1.21594e-6
w2b, 880, 1360, 33, 8, 0.000583257
w2b, 880, 1360, 33, 9, 0.0126895
w2b, 880, 1360, 33, 10, 0.0795901
w2b, 880, 1360, 33, 11, 0.267329
w2b, 880, 1360, 33, 12, 0.627706
w2b, 880, 1360, 33, 13, 1.17786
w2b, 880, 1360, 33, 14, 1.90309
w2b, 880, 1360, 33, 15, 2.76926
w2b, 880, 1360, 33, 16, 3.73473
w2b, 880, 1360, 33, 17, 4.75858
w2b, 880, 1360, 33, 18, 5.80437
w2b, 880, 1360, 33, 19, 6.83214
w2b, 880, 1360, 33, 20, 7.77659
w2b, 880, 1360, 33, 21, 8.55596
w2b, 880, 1360, 33, 22, 9.10803
w2b, 880, 1360, 33, 23, 9.4095
w2b, 880, 1360, 33, 24, 9.47219
w2b, 880, 1360, 33, 25, 9.32979
w2b, 880, 1360, 33, 26, 9.02522
w2b, 880, 1360, 33, 27, 8.60191
w2b, 880, 1360, 33, 28, 8.09898
w2b, 880, 1360, 33, 29, 7.54918
w2b, 880, 1360, 33, 30, 6.9785
w2b, 880, 1360, 33, 31, 6.40665
w2b, 880, 1360, 33, 32, 5.84799
w2b, 880, 1360, 33, 33, 5.31246
w2b, 880, 1360, 33, 34, 4.80653
w2b, 880, 1360, 33, 35, 4.334
w2b, 880, 1360, 33, 36, 3.89669
w2b, 880, 1360, 33, 37, 3.49493
w2b, 880, 1360, 33, 38, 3.12808
w2b, 880, 1360, 33, 39, 2.79477
w2b, 880, 1360, 33, 40, 2.49318
w2b, 880, 1360, 33, 41, 2.22124
w2b, 880, 1360, 33, 42, 1.97676
w2b, 880, 1360, 33, 43, 1.75751
w2b, 880, 1360, 33, 44, 1.56129
w2b, 880, 1360, 33, 45, 1.38601
w2b, 880, 1360, 33, 46, 1.22966
w2b, 880, 1360, 33, 47, 1.09039
w2b, 880, 1360, 33, 48, 0.966475
w2b, 880, 1360, 33, 49, 0.856319
w2b, 880, 1360, 33, 50, 0.758479
w3a, 975, 1450, 3, 1, 0
w3a, 975, 1450, 3, 2, 0
w3a, 975, 1450, 3, 3, 0
w3a, 975, 1450, 3, 4, 0
w3a, 975, 1450, 3, 5, 0
w3a, 975, 1450, 3, 6, 8027.22
w3a, 975, 1450, 3, 7, 10580.8
w3a, 975, 1450, 3, 8, 11704.7
w3a, 975, 1450, 3, 9, 12330.2
w3a, 975, 1450, 3, 10, 12721.7
w3a, 975, 1450, 3, 11, 12984.8
w3a, 975, 1450, 3, 12, 13170.1
w3a, 975, 1450, 3, 13, 13305.1
w3a, 975, 1450, 3, 14, 13406.1
w3a, 975, 1450, 3, 15, 13483.2
w3a, 975, 1450, 3, 16, 5515.74
w3a, 975, 1450, 3, 17, 3009.12
w3a, 975, 1450, 3, 18, 1922.53
w3a, 975, 1450, 3, 19, 1326.88
w3a, 975, 1450, 3, 20, 959.52
w3a, 975, 1450, 3, 21, 716.156
w3a, 975, 1450, 3, 22, 546.966
w3a, 975, 1450, 3, 23, 425.167
w3a, 975, 1450, 3, 24, 335.134
w3a, 975, 1450, 3, 25, 267.186
w3a, 975, 1450, 3, 26, 215.038
w3a, 975, 1450, 3, 27, 174.459
w3a, 975, 1450, 3, 28, 142.512
w3a, 975, 1450, 3, 29, 117.113
w3a, 975, 1450, 3, 30, 96.7453
w3a, 975, 1450, 3, 31, 80.2915
w3a, 975, 1450, 3, 32, 66.9121
w3a, 975, 1450, 3, 33, 55.9696
w3a, 975, 1450, 3, 34, 46.9739
w3a, 975, 1450, 3, 35, 39.5442
w3a, 975, 1450, 3, 36, 33.3823
w3a, 975, 1450, 3, 37, 28.2523
w3a, 975, 1450, 3, 38, 23.9668
w3a, 975, 1450, 3, 39, 20.3753
w3a, 975, 1450, 3, 40, 17.3566
w3a, 975, 1450, 3, 41, 14.8127
w3a, 975, 1450, 3, 42, 12.6636
w3a, 975, 1450, 3, 43, 10.8438
w3a, 975, 1450, 3, 44, 9.29954
w3a, 975, 1450, 3, 45, 7.98653
w3a, 975, 1450, 3, 46, 6.86806
w3a, 975, 1450, 3, 47, 5.91366
w3a, 975, 1450, 3, 48, 5.09791
w3a, 975, 1450, 3, 49, 4.39962
w3a, 975, 1450, 3, 50, 3.80101
w3b, 975, 1450, 33, 1, 0
w3b, 975, 1450, 33, 2, 0
w3b, 975, 1450, 33, 3, 0
w3b, 975, 1450, 33, 4, 0
w3b, 975, 1450, 33, 5, 0
w3b, 975, 1450, 33, 6, 1.27434e-11
w3b, 975, 1450, 33, 7, 6.18926e-5
w3b, 975, 1450, 33, 8, 0.0106689
w3b, 975, 1450, 33, 9, 0.13923
w3b, 975, 1450, 33, 10, 0.643108
w3b, 975, 1450, 33, 11, 1.76294
w3b, 975, 1450, 33, 12, 3.58317
w3b, 975, 1450, 33, 13, 6.03851
w3b, 975, 1450, 33, 14, 8.98087
w3b, 975, 1450, 33, 15, 12.2391
w3b, 975, 1450, 33, 16, 15.6548
w3b, 975, 1450, 33, 17, 19.0977
w3b, 975, 1450, 33, 18, 22.4587
w3b, 975, 1450, 33, 19, 25.5611
w3b, 975, 1450, 33, 20, 28.1025
w3b, 975, 1450, 33, 21, 29.8162
w3b, 975, 1450, 33, 22, 30.6059
w3b, 975, 1450, 33, 23, 30.5352
w3b, 975, 1450, 33, 24, 29.7576
w3b, 975, 1450, 33, 25, 28.4543
w3b, 975, 1450, 33, 26, 26.7965
w3b, 975, 1450, 33, 27, 24.9287
w3b, 975, 1450, 33, 28, 22.9646
w3b, 975, 1450, 33, 29, 20.9882
w3b, 975, 1450, 33, 30, 19.059
w3b, 975, 1450, 33, 31, 17.2168
w3b, 975, 1450, 33, 32, 15.4861
w3b, 975, 1450, 33, 33, 13.8804
w3b, 975, 1450, 33, 34, 12.4052
w3b, 975, 1450, 33, 35, 11.0601
w3b, 975, 1450, 33, 36, 9.84124
w3b, 975, 1450, 33, 37, 8.74221
w3b, 975, 1450, 33, 38, 7.75525
w3b, 975, 1450, 33, 39, 6.87184
w3b, 975, 1450, 33, 40, 6.08328
w3b, 975, 1450, 33, 41, 5.38098
w3b, 975, 1450, 33, 42, 4.75666
w3b, 975, 1450, 33, 43, 4.20253
w3b, 975, 1450, 33, 44, 3.71133
w3b, 975, 1450, 33, 45, 3.27639
w3b, 975, 1450, 33, 46, 2.89161
w3b, 975, 1450, 33, 47, 2.55145
w3b, 975, 1450, 33, 48, 2.25093
w3b, 975, 1450, 33, 49, 1.98555
w3b, 975, 1450, 33, 50, 1.75132
w4a, 1004, 1601, 3, 1, 0
w4a, 1004, 1601, 3, 2, 0
w4a, 1004, 1601, 3, 3, 0
w4a, 1004, 1601, 3, 4, 0
w4a, 1004, 1601, 3, 5, 0
w4a, 1004, 1601, 3, 6, 0.00131196
w4a, 1004, 1601, 3, 7, 1.0512
w4a, 1004, 1601, 3, 8, 9.94634
w4a, 1004, 1601, 3, 9, 30.5047
w4a, 1004, 1601, 3, 10, 59.3212
w4a, 1004, 1601, 3, 11, 91.7016
w4a, 1004, 1601, 3, 12, 124.263
w4a, 1004, 1601, 3, 13, 155.064
w4a, 1004, 1601, 3, 14, 183.172
w4a, 1004, 1601, 3, 15, 208.265
w4a, 1004, 1601, 3, 16, 230.353
w4a, 1004, 1601, 3, 17, 248.577
w4a, 1004, 1601, 3, 18, 256.401
w4a, 1004, 1601, 3, 19, 250.291
w4a, 1004, 1601, 3, 20, 233.932
w4a, 1004, 1601, 3, 21, 212.277
w4a, 1004, 1601, 3, 22, 188.944
w4a, 1004, 1601, 3, 23, 166.081
w4a, 1004, 1601, 3, 24, 144.801
w4a, 1004, 1601, 3, 25, 125.584
w4a, 1004, 1601, 3, 26, 108.551
w4a, 1004, 1601, 3, 27, 93.634
w4a, 1004, 1601, 3, 28, 80.67
w4a, 1004, 1601, 3, 29, 69.4597
w4a, 1004, 1601, 3, 30, 59.7973
w4a, 1004, 1601, 3, 31, 51.4855
w4a, 1004, 1601, 3, 32, 44.3439
w4a, 1004, 1601, 3, 33, 38.2113
w4a, 1004, 1601, 3, 34, 32.9459
w4a, 1004, 1601, 3, 35, 28.4243
w4a, 1004, 1601, 3, 36, 24.5402
w4a, 1004, 1601, 3, 37, 21.2021
w4a, 1004, 1601, 3, 38, 18.3313
w4a, 1004, 1601, 3, 39, 15.8608
w4a, 1004, 1601, 3, 40, 13.7333
w4a, 1004, 1601, 3, 41, 11.8997
w4a, 1004, 1601, 3, 42, 10.3183
w4a, 1004, 1601, 3, 43, 8.95321
w4a, 1004, 1601, 3, 44, 7.77403
w4a, 1004, 1601, 3, 45, 6.75462
w4a, 1004, 1601, 3, 46, 5.87268
w4a, 1004, 1601, 3, 47, 5.10909
w4a, 1004, 1601, 3, 48, 4.4475
w4a, 1004, 1601, 3, 49, 3.87387
w4a, 1004, 1601, 3, 50, 3.37616
w4b, 1004, 1601, 33, 1, 0
w4b, 1004, 1601, 33, 2, 0
w4b, 1004, 1601, 33, 3, 0
w4b, 1004, 1601, 33, 4, 0
w4b, 1004, 1601, 33, 5, 0
w4b, 1004, 1601, 33, 6, 3.76826e-17
w4b, 1004, 1601, 33, 7, 9.95676e-8
w4b, 1004, 1601, 33, 8, 0.000140058
w4b, 1004, 1601, 33, 9, 0.00521556
w4b, 1004, 1601, 33, 10, 0.0451328
w4b, 1004, 1601, 33, 11, 0.187749
w4b, 1004, 1601, 33, 12, 0.513278
w4b, 1004, 1601, 33, 13, 1.07883
w4b, 1004, 1601, 33, 14, 1.90262
w4b, 1004, 1601, 33, 15, 2.96764
w4b, 1004, 1601, 33, 16, 4.23369
w4b, 1004, 1601, 33, 17, 5.64978
w4b, 1004, 1601, 33, 18, 7.16321
w4b, 1004, 1601, 33, 19, 8.72091
w4b, 1004, 1601, 33, 20, 10.2518
w4b, 1004, 1601, 33, 21, 11.6551
w4b, 1004, 1601, 33, 22, 12.8254
w4b, 1004, 1601, 33, 23, 13.6875
w4b, 1004, 1601, 33, 24, 14.2112
w4b, 1004, 1601, 33, 25, 14.4063
w4b, 1004, 1601, 33, 26, 14.3097
w4b, 1004, 1601, 33, 27, 13.9719
w4b, 1004, 1601, 33, 28, 13.4473
w4b, 1004, 1601, 33, 29, 12.7873
w4b, 1004, 1601, 33, 30, 12.0373
w4b, 1004, 1601, 33, 31, 11.2354
w4b, 1004, 1601, 33, 32, 10.4119
w4b, 1004, 1601, 33, 33, 9.59031
w4b, 1004, 1601, 33, 34, 8.78793
w4b, 1004, 1601, 33, 35, 8.01721
w4b, 1004, 1601, 33, 36, 7.28646
w4b, 1004, 1601, 33, 37, 6.60081
w4b, 1004, 1601, 33, 38, 5.96292
w4b, 1004, 1601, 33, 39, 5.37362
w4b, 1004, 1601, 33, 40, 4.83237
w4b, 1004, 1601, 33, 41, 4.33769
w4b, 1004, 1601, 33, 42, 3.88744
w4b, 1004, 1601, 33, 43, 3.47908
w4b, 1004, 1601, 33, 44, 3.10983
w4b, 1004, 1601, 33, 45, 2.77681
w4b, 1004, 1601, 33, 46, 2.47714
w4b, 1004, 1601, 33, 47, 2.20799
w4b, 1004, 1601, 33, 48, 1.96668
w4b, 1004, 1601, 33, 49, 1.75063
w4b, 1004, 1601, 33, 50, 1.55745
w5a, 1106, 1401, 3, 1, 0
w5a, 1106, 1401, 3, 2, 0
w5a, 1106, 1401, 3, 3, 0
w5a, 1106, 1401, 3, 4, 0
w5a, 1106, 1401, 3, 5, 0
w5a, 1106, 1401, 3, 6, 244.376
w5a, 1106, 1401, 3, 7, 1281.67
w5a, 1106, 1401, 3, 8, 2265.36
w5a, 1106, 1401, 3, 9, 3015.28
w5a, 1106, 1401, 3, 10, 3572.17
w5a, 1106, 1401, 3, 11, 3988.77
w5a, 1106, 1401, 3, 12, 4304.79
w5a, 1106, 1401, 3, 13, 4547.92
w5a, 1106, 1401, 3, 14, 4737.38
w5a, 1106, 1401, 3, 15, 4886.71
w5a, 1106, 1401, 3, 16, 4761.19
w5a, 1106, 1401, 3, 17, 3819.32
w5a, 1106, 1401, 3, 18, 2912.81
w5a, 1106, 1401, 3, 19, 2225.76
w5a, 1106, 1401, 3, 20, 1720.36
w5a, 1106, 1401, 3, 21, 1346.15
w5a, 1106, 1401, 3, 22, 1065.2
w5a, 1106, 1401, 3, 23, 851.218
w5a, 1106, 1401, 3, 24, 686.055
w5a, 1106, 1401, 3, 25, 557.067
w5a, 1106, 1401, 3, 26, 455.284
w5a, 1106, 1401, 3, 27, 374.236
w5a, 1106, 1401, 3, 28, 309.183
w5a, 1106, 1401, 3, 29, 256.597
w5a, 1106, 1401, 3, 30, 213.821
w5a, 1106, 1401, 3, 31, 178.831
w5a, 1106, 1401, 3, 32, 150.063
w5a, 1106, 1401, 3, 33, 126.305
w5a, 1106, 1401, 3, 34, 106.603
w5a, 1106, 1401, 3, 35, 90.2019
w5a, 1106, 1401, 3, 36, 76.5031
w5a, 1106, 1401, 3, 37, 65.025
w5a, 1106, 1401, 3, 38, 55.3798
w5a, 1106, 1401, 3, 39, 47.2532
w5a, 1106, 1401, 3, 40, 40.389
w5a, 1106, 1401, 3, 41, 34.578
w5a, 1106, 1401, 3, 42, 29.648
w5a, 1106, 1401, 3, 43, 25.4572
w5a, 1106, 1401, 3, 44, 21.888
w5a, 1106, 1401, 3, 45, 18.843
w5a, 1106, 1401, 3, 46, 16.2409
w5a, 1106, 1401, 3, 47, 14.0139
w5a, 1106, 1401, 3, 48, 12.1052
w5a, 1106, 1401, 3, 49, 10.467
w5a, 1106, 1401, 3, 50, 9.05923
w5b, 1106, 1401, 33, 1, 0
w5b, 1106, 1401, 33, 2, 0
w5b, 1106, 1401, 33, 3, 0
w5b, 1106, 1401, 33, 4, 0
w5b, 1106, 1401, 33, 5, 0
w5b, 1106, 1401, 33, 6, 2.23093e-12
w5b, 1106, 1401, 33, 7, 3.97177e-5
w5b, 1106, 1401, 33, 8, 0.0105554
w5b, 1106, 1401, 33, 9, 0.17099
w5b, 1106, 1401, 33, 10, 0.898895
w5b, 1106, 1401, 33, 11, 2.68513
w5b, 1106, 1401, 33, 12, 5.80077
w5b, 1106, 1401, 33, 13, 10.2298
w5b, 1106, 1401, 33, 14, 15.7559
w5b, 1106, 1401, 33, 15, 22.0744
w5b, 1106, 1401, 33, 16, 28.8725
w5b, 1106, 1401, 33, 17, 35.8735
w5b, 1106, 1401, 33, 18, 42.844
w5b, 1106, 1401, 33, 19, 49.4772
w5b, 1106, 1401, 33, 20, 55.238
w5b, 1106, 1401, 33, 21, 59.5595
w5b, 1106, 1401, 33, 22, 62.1271
w5b, 1106, 1401, 33, 23, 62.9377
w5b, 1106, 1401, 33, 24, 62.2065
w5b, 1106, 1401, 33, 25, 60.2494
w5b, 1106, 1401, 33, 26, 57.3987
w5b, 1106, 1401, 33, 27, 53.9558
w5b, 1106, 1401, 33, 28, 50.171
w5b, 1106, 1401, 33, 29, 46.2406
w5b, 1106, 1401, 33, 30, 42.3106
w5b, 1106, 1401, 33, 31, 38.4849
w5b, 1106, 1401, 33, 32, 34.8336
w5b, 1106, 1401, 33, 33, 31.4006
w5b, 1106, 1401, 33, 34, 28.2102
w5b, 1106, 1401, 33, 35, 25.2722
w5b, 1106, 1401, 33, 36, 22.5866
w5b, 1106, 1401, 33, 37, 20.1462
w5b, 1106, 1401, 33, 38, 17.9393
w5b, 1106, 1401, 33, 39, 15.9517
w5b, 1106, 1401, 33, 40, 14.1673
w5b, 1106, 1401, 33, 41, 12.5699
w5b, 1106, 1401, 33, 42, 11.1432
w5b, 1106, 1401, 33, 43, 9.87137
w5b, 1106, 1401, 33, 44, 8.73946
w5b, 1106, 1401, 33, 45, 7.73346
w5b, 1106, 1401, 33, 46, 6.8404
w5b, 1106, 1401, 33, 47, 6.04839
w5b, 1106, 1401, 33, 48, 5.34656
w5b, 1106, 1401, 33, 49, 4.72509
w5b, 1106, 1401, 33, 50, 4.17509
w6a, 1190, 1260, 3, 1, 0
w6a, 1190, 1260, 3, 2, 0
w6a, 1190, 1260, 3, 3, 0
w6a, 1190, 1260, 3, 4, 0
w6a, 1190, 1260, 3, 5, 0
w6a, 1190, 1260, 3, 6, 2.22081e-8
w6a, 1190, 1260, 3, 7, 0.00616537
w6a, 1190, 1260, 3, 8, 0.409489
w6a, 1190, 1260, 3, 9, 3.31946
w6a, 1190, 1260, 3, 10, 11.5327
w6a, 1190, 1260, 3, 11, 26.1717
w6a, 1190, 1260, 3, 12, 46.5215
w6a, 1190, 1260, 3, 13, 70.9659
w6a, 1190, 1260, 3, 14, 97.759
w6a, 1190, 1260, 3, 15, 125.405
w6a, 1190, 1260, 3, 16, 152.774
w6a, 1190, 1260, 3, 17, 179.078
w6a, 1190, 1260, 3, 18, 203.434
