well_name, x_coord [m], x_coord [m], z_coord [m], time [years], concentration [ppb]
w6a, 1190, 1260, 3, 19, 223.459
w6a, 1190, 1260, 3, 20, 236.239
w6a, 1190, 1260, 3, 21, 240.642
w6a, 1190, 1260, 3, 22, 237.443
w6a, 1190, 1260, 3, 23, 228.362
w6a, 1190, 1260, 3, 24, 215.27
w6a, 1190, 1260, 3, 25, 199.802
w6a, 1190, 1260, 3, 26, 183.229
w6a, 1190, 1260, 3, 27, 166.467
w6a, 1190, 1260, 3, 28, 150.139
w6a, 1190, 1260, 3, 29, 134.638
w6a, 1190, 1260, 3, 30, 120.193
w6a, 1190, 1260, 3, 31, 106.914
w6a, 1190, 1260, 3, 32, 94.8314
w6a, 1190, 1260, 3, 33, 83.924
w6a, 1190, 1260, 3, 34, 74.1373
w6a, 1190, 1260, 3, 35, 65.3979
w6a, 1190, 1260, 3, 36, 57.6231
w6a, 1190, 1260, 3, 37, 50.7271
w6a, 1190, 1260, 3, 38, 44.6251
w6a, 1190, 1260, 3, 39, 39.2359
w6a, 1190, 1260, 3, 40, 34.4834
w6a, 1190, 1260, 3, 41, 30.2975
w6a, 1190, 1260, 3, 42, 26.6142
w6a, 1190, 1260, 3, 43, 23.3754
w6a, 1190, 1260, 3, 44, 20.5293
w6a, 1190, 1260, 3, 45, 18.0293
w6a, 1190, 1260, 3, 46, 15.834
w6a, 1190, 1260, 3, 47, 13.9068
w6a, 1190, 1260, 3, 48, 12.2152
w6a, 1190, 1260, 3, 49, 10.7306
w6a, 1190, 1260, 3, 50, 9.42758
w6b, 1190, 1260, 33, 1, 0
w6b, 1190, 1260, 33, 2, 0
w6b, 1190, 1260, 33, 3, 0
w6b, 1190, 1260, 33, 4, 0
w6b, 1190, 1260, 33, 5, 0
w6b, 1190, 1260, 33, 6, 9.44208e-22
w6b, 1190, 1260, 33, 7, 8.60156e-10
w6b, 1190, 1260, 33, 8, 8.48211e-6
w6b, 1190, 1260, 33, 9, 0.000835757
w6b, 1190, 1260, 33, 10, 0.0129557
w6b, 1190, 1260, 33, 11, 0.0794229
w6b, 1190, 1260, 33, 12, 0.286157
w6b, 1190, 1260, 33, 13, 0.739117
w6b, 1190, 1260, 33, 14, 1.52875
w6b, 1190, 1260, 33, 15, 2.70637
w6b, 1190, 1260, 33, 16, 4.27872
w6b, 1190, 1260, 33, 17, 6.21504
w6b, 1190, 1260, 33, 18, 8.45924
w6b, 1190, 1260, 33, 19, 10.9413
w6b, 1190, 1260, 33, 20, 13.5781
w6b, 1190, 1260, 33, 21, 16.2575
w6b, 1190, 1260, 33, 22, 18.8318
w6b, 1190, 1260, 33, 23, 21.1428
w6b, 1190, 1260, 33, 24, 23.0578
w6b, 1190, 1260, 33, 25, 24.4928
w6b, 1190, 1260, 33, 26, 25.4169
w6b, 1190, 1260, 33, 27, 25.8444
w6b, 1190, 1260, 33, 28, 25.8211
w6b, 1190, 1260, 33, 29, 25.4109
w6b, 1190, 1260, 33, 30, 24.6854
w6b, 1190, 1260, 33, 31, 23.7157
w6b, 1190, 1260, 33, 32, 22.5677
w6b, 1190, 1260, 33, 33, 21.2996
w6b, 1190, 1260, 33, 34, 19.9607
w6b, 1190, 1260, 33, 35, 18.5915
w6b, 1190, 1260, 33, 36, 17.2241
w6b, 1190, 1260, 33, 37, 15.8832
w6b, 1190, 1260, 33, 38, 14.5873
w6b, 1190, 1260, 33, 39, 13.3496
w6b, 1190, 1260, 33, 40, 12.1786
w6b, 1190, 1260, 33, 41, 11.0797
w6b, 1190, 1260, 33, 42, 10.0553
w6b, 1190, 1260, 33, 43, 9.10595
w6b, 1190, 1260, 33, 44, 8.23038
w6b, 1190, 1260, 33, 45, 7.42628
w6b, 1190, 1260, 33, 46, 6.69052
w6b, 1190, 1260, 33, 47, 6.01945
w6b, 1190, 1260, 33, 48, 5.40909
w6b, 1190, 1260, 33, 49, 4.8553
w6b, 1190, 1260, 33, 50, 4.35394
w7a, 1208, 1651, 3, 1, 0
w7a, 1208, 1651, 3, 2, 0
w7a, 1208, 1651, 3, 3, 0
w7a, 1208, 1651, 3, 4, 0
w7a, 1208, 1651, 3, 5, 0
w7a, 1208, 1651, 3, 6, 8.73429e-10
w7a, 1208, 1651, 3, 7, 0.00122765
w7a, 1208, 1651, 3, 8, 0.13999
w7a, 1208, 1651, 3, 9, 1.48629
w7a, 1208, 1651, 3, 10, 6.068
w7a, 1208, 1651, 3, 11, 15.3258
w7a, 1208, 1651, 3, 12, 29.3904
w7a, 1208, 1651, 3, 13, 47.434
w7a, 1208, 1651, 3, 14, 68.2377
w7a, 1208, 1651, 3, 15, 90.581
w7a, 1208, 1651, 3, 16, 113.43
w7a, 1208, 1651, 3, 17, 135.992
w7a, 1208, 1651, 3, 18, 157.572
w7a, 1208, 1651, 3, 19, 176.734
w7a, 1208, 1651, 3, 20, 191.239
w7a, 1208, 1651, 3, 21, 199.545
w7a, 1208, 1651, 3, 22, 201.503
w7a, 1208, 1651, 3, 23, 197.973
w7a, 1208, 1651, 3, 24, 190.244
w7a, 1208, 1651, 3, 25, 179.627
w7a, 1208, 1651, 3, 26, 167.257
w7a, 1208, 1651, 3, 27, 154.031
w7a, 1208, 1651, 3, 28, 140.613
w7a, 1208, 1651, 3, 29, 127.469
w7a, 1208, 1651, 3, 30, 114.906
w7a, 1208, 1651, 3, 31, 103.112
w7a, 1208, 1651, 3, 32, 92.1902
w7a, 1208, 1651, 3, 33, 82.1793
w7a, 1208, 1651, 3, 34, 73.0775
w7a, 1208, 1651, 3, 35, 64.8547
w7a, 1208, 1651, 3, 36, 57.4636
w7a, 1208, 1651, 3, 37, 50.8472
w7a, 1208, 1651, 3, 38, 44.9439
w7a, 1208, 1651, 3, 39, 39.6908
w7a, 1208, 1651, 3, 40, 35.0266
w7a, 1208, 1651, 3, 41, 30.8927
w7a, 1208, 1651, 3, 42, 27.2341
w7a, 1208, 1651, 3, 43, 24.0001
w7a, 1208, 1651, 3, 44, 21.1442
w7a, 1208, 1651, 3, 45, 18.6243
w7a, 1208, 1651, 3, 46, 16.4021
w7a, 1208, 1651, 3, 47, 14.4437
w7a, 1208, 1651, 3, 48, 12.7183
w7a, 1208, 1651, 3, 49, 11.1988
w7a, 1208, 1651, 3, 50, 9.86088
w7b, 1208, 1651, 33, 1, 0
w7b, 1208, 1651, 33, 2, 0
w7b, 1208, 1651, 33, 3, 0
w7b, 1208, 1651, 33, 4, 0
w7b, 1208, 1651, 33, 5, 0
w7b, 1208, 1651, 33, 6, 3.96196e-23
w7b, 1208, 1651, 33, 7, 1.82622e-10
w7b, 1208, 1651, 33, 8, 3.09149e-6
w7b, 1208, 1651, 33, 9, 0.000399047
w7b, 1208, 1651, 33, 10, 0.00727265
w7b, 1208, 1651, 33, 11, 0.0496534
w7b, 1208, 1651, 33, 12, 0.193163
w7b, 1208, 1651, 33, 13, 0.528359
w7b, 1208, 1651, 33, 14, 1.14242
w7b, 1208, 1651, 33, 15, 2.0951
w7b, 1208, 1651, 33, 16, 3.40868
w7b, 1208, 1651, 33, 17, 5.07002
w7b, 1208, 1651, 33, 18, 7.03923
w7b, 1208, 1651, 33, 19, 9.25958
w7b, 1208, 1651, 33, 20, 11.6615
w7b, 1208, 1651, 33, 21, 14.1522
w7b, 1208, 1651, 33, 22, 16.6069
w7b, 1208, 1651, 33, 23, 18.8832
w7b, 1208, 1651, 33, 24, 20.8502
w7b, 1208, 1651, 33, 25, 22.4133
w7b, 1208, 1651, 33, 26, 23.5233
w7b, 1208, 1651, 33, 27, 24.1736
w7b, 1208, 1651, 33, 28, 24.391
w7b, 1208, 1651, 33, 29, 24.2235
w7b, 1208, 1651, 33, 30, 23.7308
w7b, 1208, 1651, 33, 31, 22.9763
w7b, 1208, 1651, 33, 32, 22.0212
w7b, 1208, 1651, 33, 33, 20.9216
w7b, 1208, 1651, 33, 34, 19.7265
w7b, 1208, 1651, 33, 35, 18.4775
w7b, 1208, 1651, 33, 36, 17.2084
w7b, 1208, 1651, 33, 37, 15.9462
w7b, 1208, 1651, 33, 38, 14.7116
w7b, 1208, 1651, 33, 39, 13.5203
w7b, 1208, 1651, 33, 40, 12.3831
w7b, 1208, 1651, 33, 41, 11.3074
w7b, 1208, 1651, 33, 42, 10.2976
w7b, 1208, 1651, 33, 43, 9.35578
w7b, 1208, 1651, 33, 44, 8.48211
w7b, 1208, 1651, 33, 45, 7.67553
w7b, 1208, 1651, 33, 46, 6.93394
w7b, 1208, 1651, 33, 47, 6.25453
w7b, 1208, 1651, 33, 48, 5.63404
w7b, 1208, 1651, 33, 49, 5.06892
w7b, 1208, 1651, 33, 50, 4.55548
w8a, 1225, 1511, 3, 1, 0
w8a, 1225, 1511, 3, 2, 0
w8a, 1225, 1511, 3, 3, 0
w8a, 1225, 1511, 3, 4, 0
w8a, 1225, 1511, 3, 5, 0
w8a, 1225, 1511, 3, 6, 0.942133
w8a, 1225, 1511, 3, 7, 76.1656
w8a, 1225, 1511, 3, 8, 335.542
w8a, 1225, 1511, 3, 9, 703.278
w8a, 1225, 1511, 3, 10, 1090.41
w8a, 1225, 1511, 3, 11, 1452.03
w8a, 1225, 1511, 3, 12, 1771.84
w8a, 1225, 1511, 3, 13, 2047.13
w8a, 1225, 1511, 3, 14, 2280.88
w8a, 1225, 1511, 3, 15, 2477.99
w8a, 1225, 1511, 3, 16, 2642.77
w8a, 1225, 1511, 3, 17, 2706.74
w8a, 1225, 1511, 3, 18, 2564.3
w8a, 1225, 1511, 3, 19, 2294.92
w8a, 1225, 1511, 3, 20, 1990.63
w8a, 1225, 1511, 3, 21, 1698.88
w8a, 1225, 1511, 3, 22, 1438.13
w8a, 1225, 1511, 3, 23, 1212.83
w8a, 1225, 1511, 3, 24, 1021.48
w8a, 1225, 1511, 3, 25, 860.387
w8a, 1225, 1511, 3, 26, 725.325
w8a, 1225, 1511, 3, 27, 612.266
w8a, 1225, 1511, 3, 28, 517.633
w8a, 1225, 1511, 3, 29, 438.357
w8a, 1225, 1511, 3, 30, 371.858
w8a, 1225, 1511, 3, 31, 315.985
w8a, 1225, 1511, 3, 32, 268.956
w8a, 1225, 1511, 3, 33, 229.298
w8a, 1225, 1511, 3, 34, 195.794
w8a, 1225, 1511, 3, 35, 167.435
w8a, 1225, 1511, 3, 36, 143.39
w8a, 1225, 1511, 3, 37, 122.966
w8a, 1225, 1511, 3, 38, 105.588
w8a, 1225, 1511, 3, 39, 90.7798
w8a, 1225, 1511, 3, 40, 78.1405
w8a, 1225, 1511, 3, 41, 67.3371
w8a, 1225, 1511, 3, 42, 58.0897
w8a, 1225, 1511, 3, 43, 50.1638
w8a, 1225, 1511, 3, 44, 43.3618
w8a, 1225, 1511, 3, 45, 37.5172
w8a, 1225, 1511, 3, 46, 32.4894
w8a, 1225, 1511, 3, 47, 28.1594
w8a, 1225, 1511, 3, 48, 24.4265
w8a, 1225, 1511, 3, 49, 21.205
w8a, 1225, 1511, 3, 50, 18.4221
w8b, 1225, 1511, 33, 1, 0
w8b, 1225, 1511, 33, 2, 0
w8b, 1225, 1511, 33, 3, 0
w8b, 1225, 1511, 33, 4, 0
w8b, 1225, 1511, 33, 5, 0
w8b, 1225, 1511, 33, 6, 1.98223e-14
w8b, 1225, 1511, 33, 7, 5.31434e-6
w8b, 1225, 1511, 33, 8, 0.00348711
w8b, 1225, 1511, 33, 9, 0.0887191
w8b, 1225, 1511, 33, 10, 0.611121
w8b, 1225, 1511, 33, 11, 2.18451
w8b, 1225, 1511, 33, 12, 5.36152
w8b, 1225, 1511, 33, 13, 10.3981
w8b, 1225, 1511, 33, 14, 17.2336
w8b, 1225, 1511, 33, 15, 25.5882
w8b, 1225, 1511, 33, 16, 35.0771
w8b, 1225, 1511, 33, 17, 45.2972
w8b, 1225, 1511, 33, 18, 55.8758
w8b, 1225, 1511, 33, 19, 66.4248
w8b, 1225, 1511, 33, 20, 76.3447
w8b, 1225, 1511, 33, 21, 84.8406
w8b, 1225, 1511, 33, 22, 91.2339
w8b, 1225, 1511, 33, 23, 95.1881
w8b, 1225, 1511, 33, 24, 96.7194
w8b, 1225, 1511, 33, 25, 96.0904
w8b, 1225, 1511, 33, 26, 93.6894
w8b, 1225, 1511, 33, 27, 89.9374
w8b, 1225, 1511, 33, 28, 85.2312
w8b, 1225, 1511, 33, 29, 79.9148
w8b, 1225, 1511, 33, 30, 74.2699
w8b, 1225, 1511, 33, 31, 68.5166
w8b, 1225, 1511, 33, 32, 62.8201
w8b, 1225, 1511, 33, 33, 57.2995
w8b, 1225, 1511, 33, 34, 52.0359
w8b, 1225, 1511, 33, 35, 47.0812
w8b, 1225, 1511, 33, 36, 42.4644
w8b, 1225, 1511, 33, 37, 38.1977
w8b, 1225, 1511, 33, 38, 34.2809
w8b, 1225, 1511, 33, 39, 30.7052
w8b, 1225, 1511, 33, 40, 27.456
w8b, 1225, 1511, 33, 41, 24.5149
w8b, 1225, 1511, 33, 42, 21.8614
w8b, 1225, 1511, 33, 43, 19.474
w8b, 1225, 1511, 33, 44, 17.3311
w8b, 1225, 1511, 33, 45, 15.4115
w8b, 1225, 1511, 33, 46, 13.695
w8b, 1225, 1511, 33, 47, 12.1623
w8b, 1225, 1511, 33, 48, 10.7955
w8b, 1225, 1511, 33, 49, 9.578
w8b, 1225, 1511, 33, 50, 8.49456
w9a, 1272, 1369, 3, 1, 0
w9a, 1272, 1369, 3, 2, 0
w9a, 1272, 1369, 3, 3, 0
w9a, 1272, 1369, 3, 4, 0
w9a, 1272, 1369, 3, 5, 0
w9a, 1272, 1369, 3, 6, 0.0112319
w9a, 1272, 1369, 3, 7, 8.07452
w9a, 1272, 1369, 3, 8, 73.6887
w9a, 1272, 1369, 3, 9, 221.965
w9a, 1272, 1369, 3, 10, 427.039
w9a, 1272, 1369, 3, 11, 655.481
w9a, 1272, 1369, 3, 12, 883.812
w9a, 1272, 1369, 3, 13, 1098.84
w9a, 1272, 1369, 3, 14, 1294.4
w9a, 1272, 1369, 3, 15, 1468.51
w9a, 1272, 1369, 3, 16, 1621.45
w9a, 1272, 1369, 3, 17, 1746.59
w9a, 1272, 1369, 3, 18, 1796.34
w9a, 1272, 1369, 3, 19, 1747.65
w9a, 1272, 1369, 3, 20, 1628.33
w9a, 1272, 1369, 3, 21, 1473.66
w9a, 1272, 1369, 3, 22, 1308.74
w9a, 1272, 1369, 3, 23, 1148.22
w9a, 1272, 1369, 3, 24, 999.511
w9a, 1272, 1369, 3, 25, 865.692
w9a, 1272, 1369, 3, 26, 747.414
w9a, 1272, 1369, 3, 27, 644.055
w9a, 1272, 1369, 3, 28, 554.394
w9a, 1272, 1369, 3, 29, 476.982
w9a, 1272, 1369, 3, 30, 410.346
w9a, 1272, 1369, 3, 31, 353.09
w9a, 1272, 1369, 3, 32, 303.944
w9a, 1272, 1369, 3, 33, 261.778
w9a, 1272, 1369, 3, 34, 225.603
w9a, 1272, 1369, 3, 35, 194.56
w9a, 1272, 1369, 3, 36, 167.91
w9a, 1272, 1369, 3, 37, 145.018
w9a, 1272, 1369, 3, 38, 125.342
w9a, 1272, 1369, 3, 39, 108.417
w9a, 1272, 1369, 3, 40, 93.8485
w9a, 1272, 1369, 3, 41, 81.2974
w9a, 1272, 1369, 3, 42, 70.4761
w9a, 1272, 1369, 3, 43, 61.1386
w9a, 1272, 1369, 3, 44, 53.075
w9a, 1272, 1369, 3, 45, 46.1061
w9a, 1272, 1369, 3, 46, 40.0786
w9a, 1272, 1369, 3, 47, 34.8612
w9a, 1272, 1369, 3, 48, 30.3419
w9a, 1272, 1369, 3, 49, 26.4243
w9a, 1272, 1369, 3, 50, 23.0259
w9b, 1272, 1369, 33, 1, 0
w9b, 1272, 1369, 33, 2, 0
w9b, 1272, 1369, 33, 3, 0
w9b, 1272, 1369, 33, 4, 0
w9b, 1272, 1369, 33, 5, 0
w9b, 1272, 1369, 33, 6, 3.18941e-16
w9b, 1272, 1369, 33, 7, 7.56247e-7
w9b, 1272, 1369, 33, 8, 0.00102608
w9b, 1272, 1369, 33, 9, 0.0375271
w9b, 1272, 1369, 33, 10, 0.321253
w9b, 1272, 1369, 33, 11, 1.32683
w9b, 1272, 1369, 33, 12, 3.60887
w9b, 1272, 1369, 33, 13, 7.55641
w9b, 1272, 1369, 33, 14, 13.2873
w9b, 1272, 1369, 33, 15, 20.6767
w9b, 1272, 1369, 33, 16, 29.4421
w9b, 1272, 1369, 33, 17, 39.2286
w9b, 1272, 1369, 33, 18, 49.6721
w9b, 1272, 1369, 33, 19, 60.4059
w9b, 1272, 1369, 33, 20, 70.9361
w9b, 1272, 1369, 33, 21, 80.5624
w9b, 1272, 1369, 33, 22, 88.5591
w9b, 1272, 1369, 33, 23, 94.4148
w9b, 1272, 1369, 33, 24, 97.9304
w9b, 1272, 1369, 33, 25, 99.1828
w9b, 1272, 1369, 33, 26, 98.433
w9b, 1272, 1369, 33, 27, 96.0337
w9b, 1272, 1369, 33, 28, 92.3609
w9b, 1272, 1369, 33, 29, 87.77
w9b, 1272, 1369, 33, 30, 82.5731
w9b, 1272, 1369, 33, 31, 77.0299
w9b, 1272, 1369, 33, 32, 71.3483
w9b, 1272, 1369, 33, 33, 65.6878
w9b, 1272, 1369, 33, 34, 60.1666
w9b, 1272, 1369, 33, 35, 54.8684
w9b, 1272, 1369, 33, 36, 49.8493
w9b, 1272, 1369, 33, 37, 45.1435
w9b, 1272, 1369, 33, 38, 40.7683
w9b, 1272, 1369, 33, 39, 36.7287
w9b, 1272, 1369, 33, 40, 33.0204
w9b, 1272, 1369, 33, 41, 29.6328
w9b, 1272, 1369, 33, 42, 26.5507
w9b, 1272, 1369, 33, 43, 23.7564
w9b, 1272, 1369, 33, 44, 21.2307
w9b, 1272, 1369, 33, 45, 18.9535
w9b, 1272, 1369, 33, 46, 16.9049
w9b, 1272, 1369, 33, 47, 15.0655
w9b, 1272, 1369, 33, 48, 13.4168
w9b, 1272, 1369, 33, 49, 11.941
w9b, 1272, 1369, 33, 50, 10.6218
w10a, 1377, 1534, 3, 1, 0
w10a, 1377, 1534, 3, 2, 0
w10a, 1377, 1534, 3, 3, 0
w10a, 1377, 1534, 3, 4, 0
w10a, 1377, 1534, 3, 5, 0
w10a, 1377, 1534, 3, 6, 3.29721e-6
w10a, 1377, 1534, 3, 7, 0.157856
w10a, 1377, 1534, 3, 8, 5.83679
w10a, 1377, 1534, 3, 9, 35.3227
w10a, 1377, 1534, 3, 10, 103.049
w10a, 1377, 1534, 3, 11, 208.291
w10a, 1377, 1534, 3, 12, 341.099
w10a, 1377, 1534, 3, 13, 489.616
w10a, 1377, 1534, 3, 14, 643.701
w10a, 1377, 1534, 3, 15, 795.928
w10a, 1377, 1534, 3, 16, 941.41
w10a, 1377, 1534, 3, 17, 1077.09
w10a, 1377, 1534, 3, 18, 1196.16
w10a, 1377, 1534, 3, 19, 1279.84
w10a, 1377, 1534, 3, 20, 1313.86
w10a, 1377, 1534, 3, 21, 1299.47
w10a, 1377, 1534, 3, 22, 1247.37
w10a, 1377, 1534, 3, 23, 1170.27
w10a, 1377, 1534, 3, 24, 1079.2
w10a, 1377, 1534, 3, 25, 982.428
w10a, 1377, 1534, 3, 26, 885.677
w10a, 1377, 1534, 3, 27, 792.595
w10a, 1377, 1534, 3, 28, 705.333
w10a, 1377, 1534, 3, 29, 624.997
w10a, 1377, 1534, 3, 30, 551.997
w10a, 1377, 1534, 3, 31, 486.3
w10a, 1377, 1534, 3, 32, 427.598
w10a, 1377, 1534, 3, 33, 375.43
w10a, 1377, 1534, 3, 34, 329.263
w10a, 1377, 1534, 3, 35, 288.535
w10a, 1377, 1534, 3, 36, 252.693
w10a, 1377, 1534, 3, 37, 221.21
w10a, 1377, 1534, 3, 38, 193.596
w10a, 1377, 1534, 3, 39, 169.401
w10a, 1377, 1534, 3, 40, 148.219
w10a, 1377, 1534, 3, 41, 129.687
w10a, 1377, 1534, 3, 42, 113.478
w10a, 1377, 1534, 3, 43, 99.307
w10a, 1377, 1534, 3, 44, 86.9184
w10a, 1377, 1534, 3, 45, 76.0891
w10a, 1377, 1534, 3, 46, 66.6228
w10a, 1377, 1534, 3, 47, 58.3474
w10a, 1377, 1534, 3, 48, 51.1122
w10a, 1377, 1534, 3, 49, 44.7856
w10a, 1377, 1534, 3, 50, 39.2524
w10b, 1377, 1534, 33, 1, 0
w10b, 1377, 1534, 33, 2, 0
w10b, 1377, 1534, 33, 3, 0
w10b, 1377, 1534, 33, 4, 0
w10b, 1377, 1534, 33, 5, 0
w10b, 1377, 1534, 33, 6, 1.28687e-19
w10b, 1377, 1534, 33, 7, 2.02348e-8
w10b, 1377, 1534, 33, 8, 0.000111107
w10b, 1377, 1534, 33, 9, 0.00817048
w10b, 1377, 1534, 33, 10, 0.106288
w10b, 1377, 1534, 33, 11, 0.579842
w10b, 1377, 1534, 33, 12, 1.92261
w10b, 1377, 1534, 33, 13, 4.66712
w10b, 1377, 1534, 33, 14, 9.20063
w10b, 1377, 1534, 33, 15, 15.678
w10b, 1377, 1534, 33, 16, 24.03
w10b, 1377, 1534, 33, 17, 34.0224
w10b, 1377, 1534, 33, 18, 45.3251
w10b, 1377, 1534, 33, 19, 57.565
w10b, 1377, 1534, 33, 20, 70.3022
w10b, 1377, 1534, 33, 21, 82.9273
w10b, 1377, 1534, 33, 22, 94.6703
w10b, 1377, 1534, 33, 23, 104.774
w10b, 1377, 1534, 33, 24, 112.677
w10b, 1377, 1534, 33, 25, 118.097
w10b, 1377, 1534, 33, 26, 121.013
w10b, 1377, 1534, 33, 27, 121.606
w10b, 1377, 1534, 33, 28, 120.177
w10b, 1377, 1534, 33, 29, 117.082
w10b, 1377, 1534, 33, 30, 112.69
w10b, 1377, 1534, 33, 31, 107.343
w10b, 1377, 1534, 33, 32, 101.348
w10b, 1377, 1534, 33, 33, 94.9635
w10b, 1377, 1534, 33, 34, 88.4019
w10b, 1377, 1534, 33, 35, 81.8312
w10b, 1377, 1534, 33, 36, 75.3802
w10b, 1377, 1534, 33, 37, 69.1442
w10b, 1377, 1534, 33, 38, 63.1903
w10b, 1377, 1534, 33, 39, 57.563
w10b, 1377, 1534, 33, 40, 52.2887
w10b, 1377, 1534, 33, 41, 47.3798
w10b, 1377, 1534, 33, 42, 42.8378
w10b, 1377, 1534, 33, 43, 38.6563
w10b, 1377, 1534, 33, 44, 34.8233
w10b, 1377, 1534, 33, 45, 31.3228
w10b, 1377, 1534, 33, 46, 28.1361
w10b, 1377, 1534, 33, 47, 25.2433
w10b, 1377, 1534, 33, 48, 22.6238
w10b, 1377, 1534, 33, 49, 20.2567
w10b, 1377, 1534, 33, 50, 18.1218
w11a, 1445, 1150, 3, 1, 0
w11a, 1445, 1150, 3, 2, 0
w11a, 1445, 1150, 3, 3, 0
w11a, 1445, 1150, 3, 4, 0
w11a, 1445, 1150, 3, 5, 0
w11a, 1445, 1150, 3, 6, 1.94195e-29
w11a, 1445, 1150, 3, 7, 2.64208e-13
w11a, 1445, 1150, 3, 8, 6.41437e-8
w11a, 1445, 1150, 3, 9, 3.13374e-5
w11a, 1445, 1150, 3, 10, 0.00126838
w11a, 1445, 1150, 3, 11, 0.014729
w11a, 1445, 1150, 3, 12, 0.0836669
w11a, 1445, 1150, 3, 13, 0.303737
w11a, 1445, 1150, 3, 14, 0.817806
w11a, 1445, 1150, 3, 15, 1.78598
w11a, 1445, 1150, 3, 16, 3.34935
w11a, 1445, 1150, 3, 17, 5.60345
w11a, 1445, 1150, 3, 18, 8.5871
w11a, 1445, 1150, 3, 19, 12.2843
w11a, 1445, 1150, 3, 20, 16.6331
w11a, 1445, 1150, 3, 21, 21.5304
w11a, 1445, 1150, 3, 22, 26.8227
w11a, 1445, 1150, 3, 23, 32.2974
