well_name, x_coord [m], x_coord [m], z_coord [m], time [years], concentration [ppb]
w16a, 1761, 1636, 3, 14, 1.28334
w16a, 1761, 1636, 3, 15, 3.28944
w16a, 1761, 1636, 3, 16, 7.02864
w16a, 1761, 1636, 3, 17, 13.1023
w16a, 1761, 1636, 3, 18, 21.9917
w16a, 1761, 1636, 3, 19, 33.994
w16a, 1761, 1636, 3, 20, 49.2018
w16a, 1761, 1636, 3, 21, 67.5071
w16a, 1761, 1636, 3, 22, 88.5998
w16a, 1761, 1636, 3, 23, 111.937
w16a, 1761, 1636, 3, 24, 136.723
w16a, 1761, 1636, 3, 25, 161.958
w16a, 1761, 1636, 3, 26, 186.545
w16a, 1761, 1636, 3, 27, 209.431
w16a, 1761, 1636, 3, 28, 229.718
w16a, 1761, 1636, 3, 29, 246.745
w16a, 1761, 1636, 3, 30, 260.105
w16a, 1761, 1636, 3, 31, 269.636
w16a, 1761, 1636, 3, 32, 275.388
w16a, 1761, 1636, 3, 33, 277.572
w16a, 1761, 1636, 3, 34, 276.513
w16a, 1761, 1636, 3, 35, 272.607
w16a, 1761, 1636, 3, 36, 266.281
w16a, 1761, 1636, 3, 37, 257.97
w16a, 1761, 1636, 3, 38, 248.091
w16a, 1761, 1636, 3, 39, 237.031
w16a, 1761, 1636, 3, 40, 225.138
w16a, 1761, 1636, 3, 41, 212.719
w16a, 1761, 1636, 3, 42, 200.035
w16a, 1761, 1636, 3, 43, 187.306
w16a, 1761, 1636, 3, 44, 174.712
w16a, 1761, 1636, 3, 45, 162.398
w16a, 1761, 1636, 3, 46, 150.474
w16a, 1761, 1636, 3, 47, 139.027
w16a, 1761, 1636, 3, 48, 128.114
w16a, 1761, 1636, 3, 49, 117.777
w16a, 1761, 1636, 3, 50, 108.039
w16b, 1761, 1636, 33, 1, 0
w16b, 1761, 1636, 33, 2, 0
w16b, 1761, 1636, 33, 3, 0
w16b, 1761, 1636, 33, 4, 0
w16b, 1761, 1636, 33, 5, 0
w16b, 1761, 1636, 33, 6, 5.0071e-48
w16b, 1761, 1636, 33, 7, 3.28072e-22
w16b, 1761, 1636, 33, 8, 1.34458e-13
w16b, 1761, 1636, 33, 9, 2.69667e-9
w16b, 1761, 1636, 33, 10, 1.01281e-6
w16b, 1761, 1636, 33, 11, 5.18709e-5
w16b, 1761, 1636, 33, 12, 0.000849308
w16b, 1761, 1636, 33, 13, 0.00681152
w16b, 1761, 1636, 33, 14, 0.0339265
w16b, 1761, 1636, 33, 15, 0.121028
w16b, 1761, 1636, 33, 16, 0.338645
w16b, 1761, 1636, 33, 17, 0.789702
w16b, 1761, 1636, 33, 18, 1.60068
w16b, 1761, 1636, 33, 19, 2.90626
w16b, 1761, 1636, 33, 20, 4.83215
w16b, 1761, 1636, 33, 21, 7.48043
w16b, 1761, 1636, 33, 22, 10.919
w16b, 1761, 1636, 33, 23, 15.1742
w16b, 1761, 1636, 33, 24, 20.223
w16b, 1761, 1636, 33, 25, 25.9863
w16b, 1761, 1636, 33, 26, 32.3254
w16b, 1761, 1636, 33, 27, 39.0488
w16b, 1761, 1636, 33, 28, 45.9283
w16b, 1761, 1636, 33, 29, 52.7205
w16b, 1761, 1636, 33, 30, 59.1896
w16b, 1761, 1636, 33, 31, 65.1267
w16b, 1761, 1636, 33, 32, 70.3628
w16b, 1761, 1636, 33, 33, 74.7758
w16b, 1761, 1636, 33, 34, 78.2911
w16b, 1761, 1636, 33, 35, 80.8789
w16b, 1761, 1636, 33, 36, 82.5481
w16b, 1761, 1636, 33, 37, 83.3384
w16b, 1761, 1636, 33, 38, 83.3134
w16b, 1761, 1636, 33, 39, 82.5526
w16b, 1761, 1636, 33, 40, 81.1453
w16b, 1761, 1636, 33, 41, 79.185
w16b, 1761, 1636, 33, 42, 76.7651
w16b, 1761, 1636, 33, 43, 73.9756
w16b, 1761, 1636, 33, 44, 70.9009
w16b, 1761, 1636, 33, 45, 67.6182
w16b, 1761, 1636, 33, 46, 64.1964
w16b, 1761, 1636, 33, 47, 60.6962
w16b, 1761, 1636, 33, 48, 57.1699
w16b, 1761, 1636, 33, 49, 53.6617
w16b, 1761, 1636, 33, 50, 50.2082
w17a, 1850, 1368, 3, 1, 0
w17a, 1850, 1368, 3, 2, 0
w17a, 1850, 1368, 3, 3, 0
w17a, 1850, 1368, 3, 4, 0
w17a, 1850, 1368, 3, 5, 0
w17a, 1850, 1368, 3, 6, 2.72331e-35
w17a, 1850, 1368, 3, 7, 1.20483e-15
w17a, 1850, 1368, 3, 8, 4.33283e-9
w17a, 1850, 1368, 3, 9, 8.14382e-6
w17a, 1850, 1368, 3, 10, 0.000739404
w17a, 1850, 1368, 3, 11, 0.0147052
w17a, 1850, 1368, 3, 12, 0.122601
w17a, 1850, 1368, 3, 13, 0.593137
w17a, 1850, 1368, 3, 14, 1.99545
w17a, 1850, 1368, 3, 15, 5.20462
w17a, 1850, 1368, 3, 16, 11.2799
w17a, 1850, 1368, 3, 17, 21.2766
w17a, 1850, 1368, 3, 18, 36.0677
w17a, 1850, 1368, 3, 19, 56.2255
w17a, 1850, 1368, 3, 20, 81.9731
w17a, 1850, 1368, 3, 21, 113.186
w17a, 1850, 1368, 3, 22, 149.387
w17a, 1850, 1368, 3, 23, 189.701
w17a, 1850, 1368, 3, 24, 232.812
w17a, 1850, 1368, 3, 25, 277.029
w17a, 1850, 1368, 3, 26, 320.466
w17a, 1850, 1368, 3, 27, 361.269
w17a, 1850, 1368, 3, 28, 397.828
w17a, 1850, 1368, 3, 29, 428.913
w17a, 1850, 1368, 3, 30, 453.732
w17a, 1850, 1368, 3, 31, 471.921
w17a, 1850, 1368, 3, 32, 483.491
w17a, 1850, 1368, 3, 33, 488.748
w17a, 1850, 1368, 3, 34, 488.213
w17a, 1850, 1368, 3, 35, 482.546
w17a, 1850, 1368, 3, 36, 472.476
w17a, 1850, 1368, 3, 37, 458.755
w17a, 1850, 1368, 3, 38, 442.112
w17a, 1850, 1368, 3, 39, 423.233
w17a, 1850, 1368, 3, 40, 402.741
w17a, 1850, 1368, 3, 41, 381.185
w17a, 1850, 1368, 3, 42, 359.041
w17a, 1850, 1368, 3, 43, 336.712
w17a, 1850, 1368, 3, 44, 314.529
w17a, 1850, 1368, 3, 45, 292.761
w17a, 1850, 1368, 3, 46, 271.62
w17a, 1850, 1368, 3, 47, 251.264
w17a, 1850, 1368, 3, 48, 231.812
w17a, 1850, 1368, 3, 49, 213.345
w17a, 1850, 1368, 3, 50, 195.91
w17b, 1850, 1368, 33, 1, 0
w17b, 1850, 1368, 33, 2, 0
w17b, 1850, 1368, 33, 3, 0
w17b, 1850, 1368, 33, 4, 0
w17b, 1850, 1368, 33, 5, 0
w17b, 1850, 1368, 33, 6, 1.91331e-48
w17b, 1850, 1368, 33, 7, 2.7685e-22
w17b, 1850, 1368, 33, 8, 1.47758e-13
w17b, 1850, 1368, 33, 9, 3.38163e-9
w17b, 1850, 1368, 33, 10, 1.37473e-6
w17b, 1850, 1368, 33, 11, 7.42208e-5
w17b, 1850, 1368, 33, 12, 0.00126189
w17b, 1850, 1368, 33, 13, 0.01041
w17b, 1850, 1368, 33, 14, 0.0529979
w17b, 1850, 1368, 33, 15, 0.192398
w17b, 1850, 1368, 33, 16, 0.546085
w17b, 1850, 1368, 33, 17, 1.28864
w17b, 1850, 1368, 33, 18, 2.63827
w17b, 1850, 1368, 33, 19, 4.83122
w17b, 1850, 1368, 33, 20, 8.09214
w17b, 1850, 1368, 33, 21, 12.6077
w17b, 1850, 1368, 33, 22, 18.5071
w17b, 1850, 1368, 33, 23, 25.8485
w17b, 1850, 1368, 33, 24, 34.6048
w17b, 1850, 1368, 33, 25, 44.6512
w17b, 1850, 1368, 33, 26, 55.7582
w17b, 1850, 1368, 33, 27, 67.6013
w17b, 1850, 1368, 33, 28, 79.7867
w17b, 1850, 1368, 33, 29, 91.8883
w17b, 1850, 1368, 33, 30, 103.487
w17b, 1850, 1368, 33, 31, 114.207
w17b, 1850, 1368, 33, 32, 123.738
w17b, 1850, 1368, 33, 33, 131.851
w17b, 1850, 1368, 33, 34, 138.398
w17b, 1850, 1368, 33, 35, 143.313
w17b, 1850, 1368, 33, 36, 146.599
w17b, 1850, 1368, 33, 37, 148.316
w17b, 1850, 1368, 33, 38, 148.567
w17b, 1850, 1368, 33, 39, 147.488
w17b, 1850, 1368, 33, 40, 145.231
w17b, 1850, 1368, 33, 41, 141.959
w17b, 1850, 1368, 33, 42, 137.839
w17b, 1850, 1368, 33, 43, 133.029
w17b, 1850, 1368, 33, 44, 127.68
w17b, 1850, 1368, 33, 45, 121.931
w17b, 1850, 1368, 33, 46, 115.908
w17b, 1850, 1368, 33, 47, 109.72
w17b, 1850, 1368, 33, 48, 103.464
w17b, 1850, 1368, 33, 49, 97.221
w17b, 1850, 1368, 33, 50, 91.0585
w18a, 1950, 1205, 3, 1, 0
w18a, 1950, 1205, 3, 2, 0
w18a, 1950, 1205, 3, 3, 0
w18a, 1950, 1205, 3, 4, 0
w18a, 1950, 1205, 3, 5, 0
w18a, 1950, 1205, 3, 6, 2.42317e-57
w18a, 1950, 1205, 3, 7, 1.29947e-26
w18a, 1950, 1205, 3, 8, 2.31211e-16
w18a, 1950, 1205, 3, 9, 3.05458e-11
w18a, 1950, 1205, 3, 10, 3.55414e-8
w18a, 1950, 1205, 3, 11, 3.86682e-6
w18a, 1950, 1205, 3, 12, 0.000108407
w18a, 1950, 1205, 3, 13, 0.00130086
w18a, 1950, 1205, 3, 14, 0.00886033
w18a, 1950, 1205, 3, 15, 0.0405835
w18a, 1950, 1205, 3, 16, 0.139265
w18a, 1950, 1205, 3, 17, 0.384801
w18a, 1950, 1205, 3, 18, 0.899979
w18a, 1950, 1205, 3, 19, 1.84651
w18a, 1950, 1205, 3, 20, 3.4118
w18a, 1950, 1205, 3, 21, 5.79011
w18a, 1950, 1205, 3, 22, 9.16233
w18a, 1950, 1205, 3, 23, 13.6777
w18a, 1950, 1205, 3, 24, 19.4381
w18a, 1950, 1205, 3, 25, 26.4829
w18a, 1950, 1205, 3, 26, 34.7756
w18a, 1950, 1205, 3, 27, 44.1945
w18a, 1950, 1205, 3, 28, 54.5338
w18a, 1950, 1205, 3, 29, 65.5155
w18a, 1950, 1205, 3, 30, 76.8112
w18a, 1950, 1205, 3, 31, 88.0702
w18a, 1950, 1205, 3, 32, 98.947
w18a, 1950, 1205, 3, 33, 109.126
w18a, 1950, 1205, 3, 34, 118.34
w18a, 1950, 1205, 3, 35, 126.379
w18a, 1950, 1205, 3, 36, 133.098
w18a, 1950, 1205, 3, 37, 138.413
w18a, 1950, 1205, 3, 38, 142.297
w18a, 1950, 1205, 3, 39, 144.772
w18a, 1950, 1205, 3, 40, 145.9
w18a, 1950, 1205, 3, 41, 145.773
w18a, 1950, 1205, 3, 42, 144.505
w18a, 1950, 1205, 3, 43, 142.224
w18a, 1950, 1205, 3, 44, 139.065
w18a, 1950, 1205, 3, 45, 135.163
w18a, 1950, 1205, 3, 46, 130.652
w18a, 1950, 1205, 3, 47, 125.655
w18a, 1950, 1205, 3, 48, 120.292
w18a, 1950, 1205, 3, 49, 114.667
w18a, 1950, 1205, 3, 50, 108.877
w18b, 1950, 1205, 33, 1, 0
w18b, 1950, 1205, 33, 2, 0
w18b, 1950, 1205, 33, 3, 0
w18b, 1950, 1205, 33, 4, 0
w18b, 1950, 1205, 33, 5, 0
w18b, 1950, 1205, 33, 6, 1.87069e-70
w18b, 1950, 1205, 33, 7, 3.28018e-33
w18b, 1950, 1205, 33, 8, 8.66169e-21
w18b, 1950, 1205, 33, 9, 1.39372e-14
w18b, 1950, 1205, 33, 10, 7.26438e-11
w18b, 1950, 1205, 33, 11, 2.14697e-8
w18b, 1950, 1205, 33, 12, 1.22848e-6
w18b, 1950, 1205, 33, 13, 2.5162e-5
w18b, 1950, 1205, 33, 14, 0.000259653
w18b, 1950, 1205, 33, 15, 0.0016575
w18b, 1950, 1205, 33, 16, 0.00745958
w18b, 1950, 1205, 33, 17, 0.0258264
w18b, 1950, 1205, 33, 18, 0.073074
w18b, 1950, 1205, 33, 19, 0.176435
w18b, 1950, 1205, 33, 20, 0.375239
w18b, 1950, 1205, 33, 21, 0.719915
w18b, 1950, 1205, 33, 22, 1.26889
w18b, 1950, 1205, 33, 23, 2.08399
w18b, 1950, 1205, 33, 24, 3.22515
w18b, 1950, 1205, 33, 25, 4.74491
w18b, 1950, 1205, 33, 26, 6.68287
w18b, 1950, 1205, 33, 27, 9.06032
w18b, 1950, 1205, 33, 28, 11.8756
w18b, 1950, 1205, 33, 29, 15.101
w18b, 1950, 1205, 33, 30, 18.683
w18b, 1950, 1205, 33, 31, 22.5441
w18b, 1950, 1205, 33, 32, 26.5889
w18b, 1950, 1205, 33, 33, 30.7103
w18b, 1950, 1205, 33, 34, 34.7977
w18b, 1950, 1205, 33, 35, 38.7437
w18b, 1950, 1205, 33, 36, 42.4503
w18b, 1950, 1205, 33, 37, 45.8335
w18b, 1950, 1205, 33, 38, 48.826
w18b, 1950, 1205, 33, 39, 51.3788
w18b, 1950, 1205, 33, 40, 53.4606
w18b, 1950, 1205, 33, 41, 55.0572
w18b, 1950, 1205, 33, 42, 56.1693
w18b, 1950, 1205, 33, 43, 56.8105
w18b, 1950, 1205, 33, 44, 57.0048
w18b, 1950, 1205, 33, 45, 56.7841
w18b, 1950, 1205, 33, 46, 56.1862
w18b, 1950, 1205, 33, 47, 55.252
w18b, 1950, 1205, 33, 48, 54.0247
w18b, 1950, 1205, 33, 49, 52.5473
w18b, 1950, 1205, 33, 50, 50.8623
w19a, 2013, 1794, 3, 1, 0
w19a, 2013, 1794, 3, 2, 0
w19a, 2013, 1794, 3, 3, 0
w19a, 2013, 1794, 3, 4, 0
w19a, 2013, 1794, 3, 5, 0
w19a, 2013, 1794, 3, 6, 9.81895e-78
w19a, 2013, 1794, 3, 7, 8.97468e-37
w19a, 2013, 1794, 3, 8, 4.10889e-23
w19a, 2013, 1794, 3, 9, 2.75266e-16
w19a, 2013, 1794, 3, 10, 3.3759e-12
w19a, 2013, 1794, 3, 11, 1.76478e-9
w19a, 2013, 1794, 3, 12, 1.51729e-7
w19a, 2013, 1794, 3, 13, 4.21695e-6
w19a, 2013, 1794, 3, 14, 5.51647e-5
w19a, 2013, 1794, 3, 15, 0.000425652
w19a, 2013, 1794, 3, 16, 0.00223663
w19a, 2013, 1794, 3, 17, 0.00880904
w19a, 2013, 1794, 3, 18, 0.0277917
w19a, 2013, 1794, 3, 19, 0.0736521
w19a, 2013, 1794, 3, 20, 0.169778
w19a, 2013, 1794, 3, 21, 0.349439
w19a, 2013, 1794, 3, 22, 0.655172
w19a, 2013, 1794, 3, 23, 1.1366
w19a, 2013, 1794, 3, 24, 1.847
w19a, 2013, 1794, 3, 25, 2.8392
w19a, 2013, 1794, 3, 26, 4.16091
w19a, 2013, 1794, 3, 27, 5.85
w19a, 2013, 1794, 3, 28, 7.92967
w19a, 2013, 1794, 3, 29, 10.4044
w19a, 2013, 1794, 3, 30, 13.2573
w19a, 2013, 1794, 3, 31, 16.4491
w19a, 2013, 1794, 3, 32, 19.9201
w19a, 2013, 1794, 3, 33, 23.5936
w19a, 2013, 1794, 3, 34, 27.3811
w19a, 2013, 1794, 3, 35, 31.188
w19a, 2013, 1794, 3, 36, 34.9201
w19a, 2013, 1794, 3, 37, 38.488
w19a, 2013, 1794, 3, 38, 41.8121
w19a, 2013, 1794, 3, 39, 44.825
w19a, 2013, 1794, 3, 40, 47.4739
w19a, 2013, 1794, 3, 41, 49.7208
w19a, 2013, 1794, 3, 42, 51.5424
w19a, 2013, 1794, 3, 43, 52.9291
w19a, 2013, 1794, 3, 44, 53.8833
w19a, 2013, 1794, 3, 45, 54.4181
w19a, 2013, 1794, 3, 46, 54.5546
w19a, 2013, 1794, 3, 47, 54.321
w19a, 2013, 1794, 3, 48, 53.7495
w19a, 2013, 1794, 3, 49, 52.876
w19a, 2013, 1794, 3, 50, 51.7374
w19b, 2013, 1794, 33, 1, 0
w19b, 2013, 1794, 33, 2, 0
w19b, 2013, 1794, 33, 3, 0
w19b, 2013, 1794, 33, 4, 0
w19b, 2013, 1794, 33, 5, 0
w19b, 2013, 1794, 33, 6, 7.92699e-91
w19b, 2013, 1794, 33, 7, 2.36882e-43
w19b, 2013, 1794, 33, 8, 1.60955e-27
w19b, 2013, 1794, 33, 9, 1.31341e-19
w19b, 2013, 1794, 33, 10, 7.217e-15
w19b, 2013, 1794, 33, 11, 1.02512e-11
w19b, 2013, 1794, 33, 12, 1.79941e-9
w19b, 2013, 1794, 33, 13, 8.53956e-8
w19b, 2013, 1794, 33, 14, 1.69325e-6
w19b, 2013, 1794, 33, 15, 1.8218e-5
w19b, 2013, 1794, 33, 16, 0.000125619
w19b, 2013, 1794, 33, 17, 0.000620325
w19b, 2013, 1794, 33, 18, 0.00236921
w19b, 2013, 1794, 33, 19, 0.00739426
w19b, 2013, 1794, 33, 20, 0.0196346
w19b, 2013, 1794, 33, 21, 0.0457239
w19b, 2013, 1794, 33, 22, 0.0955715
w19b, 2013, 1794, 33, 23, 0.182564
w19b, 2013, 1794, 33, 24, 0.323292
w19b, 2013, 1794, 33, 25, 0.536809
w19b, 2013, 1794, 33, 26, 0.843487
w19b, 2013, 1794, 33, 27, 1.26358
w19b, 2013, 1794, 33, 28, 1.81553
w19b, 2013, 1794, 33, 29, 2.51421
w19b, 2013, 1794, 33, 30, 3.36916
w19b, 2013, 1794, 33, 31, 4.38315
w19b, 2013, 1794, 33, 32, 5.55117
w19b, 2013, 1794, 33, 33, 6.86018
w19b, 2013, 1794, 33, 34, 8.28957
w19b, 2013, 1794, 33, 35, 9.81222
w19b, 2013, 1794, 33, 36, 11.3962
w19b, 2013, 1794, 33, 37, 13.0065
w19b, 2013, 1794, 33, 38, 14.6072
w19b, 2013, 1794, 33, 39, 16.1634
w19b, 2013, 1794, 33, 40, 17.6424
w19b, 2013, 1794, 33, 41, 19.0155
w19b, 2013, 1794, 33, 42, 20.2585
w19b, 2013, 1794, 33, 43, 21.3524
w19b, 2013, 1794, 33, 44, 22.2833
w19b, 2013, 1794, 33, 45, 23.0429
w19b, 2013, 1794, 33, 46, 23.6274
w19b, 2013, 1794, 33, 47, 24.0376
w19b, 2013, 1794, 33, 48, 24.2779
w19b, 2013, 1794, 33, 49, 24.356
w19b, 2013, 1794, 33, 50, 24.2821
w20a, 2113, 1479, 3, 1, 0
w20a, 2113, 1479, 3, 2, 0
w20a, 2113, 1479, 3, 3, 0
w20a, 2113, 1479, 3, 4, 0
w20a, 2113, 1479, 3, 5, 0
w20a, 2113, 1479, 3, 6, 5.78784e-60
w20a, 2113, 1479, 3, 7, 1.10909e-27
w20a, 2113, 1479, 3, 8, 6.49962e-17
w20a, 2113, 1479, 3, 9, 1.55827e-11
w20a, 2113, 1479, 3, 10, 2.59224e-8
w20a, 2113, 1479, 3, 11, 3.57893e-6
w20a, 2113, 1479, 3, 12, 0.000118935
w20a, 2113, 1479, 3, 13, 0.00162116
w20a, 2113, 1479, 3, 14, 0.0121911
w20a, 2113, 1479, 3, 15, 0.0604357
w20a, 2113, 1479, 3, 16, 0.221228
w20a, 2113, 1479, 3, 17, 0.645007
w20a, 2113, 1479, 3, 18, 1.57853
w20a, 2113, 1479, 3, 19, 3.36667
w20a, 2113, 1479, 3, 20, 6.43234
w20a, 2113, 1479, 3, 21, 11.2394
w20a, 2113, 1479, 3, 22, 18.2471
w20a, 2113, 1479, 3, 23, 27.865
w20a, 2113, 1479, 3, 24, 40.412
w20a, 2113, 1479, 3, 25, 56.0774
w20a, 2113, 1479, 3, 26, 74.8848
w20a, 2113, 1479, 3, 27, 96.6635
w20a, 2113, 1479, 3, 28, 121.037
w20a, 2113, 1479, 3, 29, 147.437
w20a, 2113, 1479, 3, 30, 175.143
w20a, 2113, 1479, 3, 31, 203.34
w20a, 2113, 1479, 3, 32, 231.184
w20a, 2113, 1479, 3, 33, 257.862
w20a, 2113, 1479, 3, 34, 282.648
w20a, 2113, 1479, 3, 35, 304.933
w20a, 2113, 1479, 3, 36, 324.254
w20a, 2113, 1479, 3, 37, 340.292
w20a, 2113, 1479, 3, 38, 352.874
w20a, 2113, 1479, 3, 39, 361.957
w20a, 2113, 1479, 3, 40, 367.608
w20a, 2113, 1479, 3, 41, 369.987
w20a, 2113, 1479, 3, 42, 369.322
w20a, 2113, 1479, 3, 43, 365.89
w20a, 2113, 1479, 3, 44, 360
w20a, 2113, 1479, 3, 45, 351.976
w20a, 2113, 1479, 3, 46, 342.143
w20a, 2113, 1479, 3, 47, 330.822
w20a, 2113, 1479, 3, 48, 318.314
w20a, 2113, 1479, 3, 49, 304.903
w20a, 2113, 1479, 3, 50, 290.845
w20b, 2113, 1479, 33, 1, 0
w20b, 2113, 1479, 33, 2, 0
w20b, 2113, 1479, 33, 3, 0
w20b, 2113, 1479, 33, 4, 0
w20b, 2113, 1479, 33, 5, 0
w20b, 2113, 1479, 33, 6, 4.50619e-73
w20b, 2113, 1479, 33, 7, 2.82335e-34
w20b, 2113, 1479, 33, 8, 2.45555e-21
w20b, 2113, 1479, 33, 9, 7.17035e-15
w20b, 2113, 1479, 33, 10, 5.34355e-11
w20b, 2113, 1479, 33, 11, 2.00418e-8
w20b, 2113, 1479, 33, 12, 1.35944e-6
w20b, 2113, 1479, 33, 13, 3.16314e-5
w20b, 2113, 1479, 33, 14, 0.000360414
w20b, 2113, 1479, 33, 15, 0.00249034
w20b, 2113, 1479, 33, 16, 0.011957
w20b, 2113, 1479, 33, 17, 0.0436875
w20b, 2113, 1479, 33, 18, 0.129362
w20b, 2113, 1479, 33, 19, 0.324728
w20b, 2113, 1479, 33, 20, 0.714245
w20b, 2113, 1479, 33, 21, 1.41111
w20b, 2113, 1479, 33, 22, 2.55217
w20b, 2113, 1479, 33, 23, 4.28852
w20b, 2113, 1479, 33, 24, 6.77353
w20b, 2113, 1479, 33, 25, 10.1496
w20b, 2113, 1479, 33, 26, 14.5344
w20b, 2113, 1479, 33, 27, 20.0071
w20b, 2113, 1479, 33, 28, 26.5957
w20b, 2113, 1479, 33, 29, 34.2673
w20b, 2113, 1479, 33, 30, 42.9242
w20b, 2113, 1479, 33, 31, 52.4065
w20b, 2113, 1479, 33, 32, 62.5015
w20b, 2113, 1479, 33, 33, 72.9587
w20b, 2113, 1479, 33, 34, 83.507
w20b, 2113, 1479, 33, 35, 93.8728
w20b, 2113, 1479, 33, 36, 103.796
w20b, 2113, 1479, 33, 37, 113.045
w20b, 2113, 1479, 33, 38, 121.423
w20b, 2113, 1479, 33, 39, 128.776
w20b, 2113, 1479, 33, 40, 134.995
w20b, 2113, 1479, 33, 41, 140.012
w20b, 2113, 1479, 33, 42, 143.802
w20b, 2113, 1479, 33, 43, 146.375
w20b, 2113, 1479, 33, 44, 147.769
w20b, 2113, 1479, 33, 45, 148.049
w20b, 2113, 1479, 33, 46, 147.296
w20b, 2113, 1479, 33, 47, 145.607
w20b, 2113, 1479, 33, 48, 143.084
w20b, 2113, 1479, 33, 49, 139.834
w20b, 2113, 1479, 33, 50, 135.965
